t_sec,phase,bx_cmd,vN_cmd_raw,vE_cmd_raw,vD_cmd_raw,vN_sp,vE_sp,vD_sp,x,y,z,vx_m,vy_m,vz_m,wx_m,wy_m,wz_m,ax_m,ay_m,az_m,odom_age_s,armed,preflight_ok,qw,qx,qy,qz
3.218601,move_forward,0.100000,-0.098681,0.014804,0.006545,-0.098681,0.014804,0.006545,14.559237,6.006218,7.916415,3.536921,1.197948,0.236078,-0.272899,-0.083531,-0.296229,-0.737397,0.236946,-1.358259,0.002,1,1,0.07328588,0.03496773,0.02884012,0.99628043
3.238194,move_forward,0.100000,-0.098650,0.014990,0.006589,-0.098650,0.014990,0.006589,14.619792,6.027526,7.920112,3.531116,1.184484,0.224882,-0.220208,-0.051317,-0.062268,-1.444260,0.248696,-1.128955,0.004,1,1,0.07427063,0.03510629,0.02734269,0.99624485
3.259160,move_forward,0.100000,-0.098564,0.015532,0.006628,-0.098564,0.015532,0.006628,14.684709,6.050907,7.923687,3.535559,1.177797,0.213077,-0.031419,-0.111320,-0.614572,-1.785000,-2.037783,-0.222780,0.009,1,1,0.07702246,0.03532827,0.02662387,0.99604750
3.279296,move_forward,0.100000,-0.098295,0.017072,0.006824,-0.098295,0.017072,0.006824,14.771165,6.081559,7.928273,3.545539,1.157757,0.204428,-0.035925,-0.212870,-0.534596,2.127740,0.068322,-0.440374,0.003,1,1,0.08476653,0.03657537,0.02699491,0.99536333
3.298549,move_forward,0.100000,-0.097969,0.018777,0.007031,-0.097969,0.018777,0.007031,14.831549,6.102353,7.931354,3.537376,1.154679,0.188029,0.012259,-0.207114,-1.199675,1.602683,-0.630678,-0.837930,0.005,1,1,0.09335306,0.03792648,0.02746388,0.99453131
3.319567,move_forward,0.100000,-0.097464,0.021157,0.007290,-0.097464,0.021157,0.007290,14.918021,6.132332,7.935312,3.518171,1.136948,0.183159,0.107246,-0.145684,-0.672718,-2.821703,-1.314167,0.044858,0.002,1,1,0.10539143,0.03965743,0.02791214,0.99324763
3.338281,move_forward,0.100000,-0.097368,0.021512,0.007528,-0.097368,0.021512,0.007528,14.978042,6.152249,7.938238,3.520300,1.124051,0.176668,0.145434,-0.090028,-0.038301,-1.789551,-0.961975,-0.686669,0.005,1,1,0.10715745,0.04094355,0.02813687,0.99300011
3.358225,move_forward,0.100000,-0.097269,0.021894,0.007712,-0.097269,0.021894,0.007712,15.037838,6.172029,7.941164,3.513018,1.120733,0.169520,0.172897,-0.119798,-0.405308,-0.645015,-0.455172,-1.697489,0.007,1,1,0.10908717,0.04191190,0.02795122,0.99275481
3.379920,move_forward,0.100000,-0.096871,0.023551,0.007833,-0.096871,0.023551,0.007833,15.123434,6.200613,7.945210,3.510139,1.110868,0.167329,-0.199665,-0.091155,-0.585900,0.172467,1.806608,-1.501724,0.002,1,1,0.11752324,0.04281535,0.02807510,0.99174943
3.398171,move_forward,0.100000,-0.096633,0.024476,0.007942,-0.096633,0.024476,0.007942,15.174659,6.217406,7.947589,3.504154,1.090225,0.179816,0.191192,-0.129005,-0.635420,-0.883634,-5.606040,4.054165,0.008,1,1,0.12220483,0.04362398,0.02884423,0.99112610
3.418083,move_forward,0.100000,-0.096450,0.025095,0.008221,-0.096450,0.025095,0.008221,15.255838,6.243892,7.951572,3.501051,1.083083,0.175102,-0.034233,-0.198156,-0.147885,0.527690,-2.335054,1.556949,0.004,1,1,0.12536317,0.04509048,0.02843903,0.99067762
3.438606,move_forward,0.100000,-0.096372,0.025303,0.008499,-0.096372,0.025303,0.008499,15.324306,6.266157,7.954966,3.498839,1.068766,0.176096,-0.148276,-0.222207,-0.048126,-0.133718,-0.642951,-0.127893,0.003,1,1,0.12639655,0.04652980,0.02841660,0.99048038
3.458985,move_forward,0.100000,-0.096291,0.025515,0.008778,-0.096291,0.025515,0.008778,15.383671,6.284912,7.957968,3.488664,1.071369,0.167843,-0.211375,-0.218930,-0.084084,0.426030,0.300215,-0.490350,0.008,1,1,0.12747141,0.04793017,0.02802679,0.99028695
3.480037,move_forward,0.100000,-0.096155,0.025885,0.009172,-0.096155,0.025885,0.009172,15.472419,6.312769,7.962643,3.480277,1.057205,0.167952,0.207357,-0.144530,-0.151218,0.163100,-0.998970,0.256700,0.002,1,1,0.12928691,0.05008534,0.02878221,0.98992320
3.498152,move_forward,0.100000,-0.095944,0.026597,0.009352,-0.095944,0.026597,0.009352,15.522992,6.328508,7.965566,3.458196,1.025280,0.184748,0.246036,-0.132872,-0.711955,-0.742198,-0.196337,0.119705,0.004,1,1,0.13286692,0.05126945,0.02984304,0.98935697
3.518533,move_forward,0.100000,-0.095540,0.027876,0.009751,-0.095540,0.027876,0.009751,15.611506,6.355649,7.970516,3.463627,1.021635,0.174089,-0.021232,-0.246425,-0.296559,1.528899,0.099798,-0.844559,0.002,1,1,0.13941810,0.05351580,0.02967932,0.98834093
3.537997,move_forward,0.100000,-0.095483,0.027963,0.010057,-0.095483,0.027963,0.010057,15.670334,6.373585,7.973811,3.447087,1.014636,0.176689,0.070508,-0.257159,-0.015028,-0.443899,-0.108887,0.105940,0.004,1,1,0.13980188,0.05515707,0.03019871,0.98818074
3.558849,move_forward,0.100000,-0.095360,0.028270,0.010355,-0.095360,0.028270,0.010355,15.729199,6.391541,7.977133,3.436336,0.994983,0.182841,0.165956,-0.196767,-0.300014,-0.901294,-1.593700,1.236480,0.007,1,1,0.14134296,0.05675671,0.03037347,0.98786553
3.579305,move_forward,0.100000,-0.094928,0.029575,0.010676,-0.094928,0.029575,0.010676,15.825848,6.421100,7.982597,3.427016,0.990427,0.171479,-0.158520,-0.151909,-0.377261,0.560228,1.884128,-2.491271,0.002,1,1,0.14804058,0.05867680,0.03054574,0.98676643
3.599008,move_forward,0.100000,-0.094641,0.030416,0.010864,-0.094641,0.030416,0.010864,15.884638,6.438697,7.985819,3.419207,0.985968,0.166290,-0.044276,-0.120629,-0.493896,-0.321253,1.277502,-1.896572,0.002,1,1,0.15231032,0.05998525,0.03169179,0.98600150
3.618158,move_forward,0.100000,-0.094420,0.031027,0.011052,-0.094420,0.031027,0.011052,15.939507,6.455327,7.988884,3.411978,0.959039,0.177451,0.094825,-0.165332,-0.394604,-0.919630,-1.538703,-0.559978,0.006,1,1,0.15537112,0.06130893,0.03317107,0.98539368
3.638225,move_forward,0.100000,-0.094213,0.031570,0.011280,-0.094213,0.031570,0.011280,15.997833,6.472556,7.991830,3.405767,0.951026,0.175615,0.150630,-0.171558,-0.315616,-0.528571,-3.185376,1.479820,0.008,1,1,0.15817441,0.06257908,0.03306593,0.98487124
3.658364,move_forward,0.100000,-0.093769,0.032726,0.011675,-0.093769,0.032726,0.011675,16.085131,6.497710,7.996068,3.383873,0.941080,0.168008,0.299355,-0.194974,-0.775855,-1.529731,-1.057978,-0.183795,0.003,1,1,0.16412286,0.06493660,0.03355220,0.98372820
3.678703,move_forward,0.100000,-0.093411,0.033684,0.011826,-0.093411,0.033684,0.011826,16.143171,6.514229,7.998783,3.368028,0.932714,0.166927,0.239239,-0.152608,-0.463345,-3.112134,-1.818234,0.811368,0.007,1,1,0.16909175,0.06598876,0.03386279,0.98280556
3.699658,move_forward,0.100000,-0.092542,0.035944,0.011997,-0.092542,0.035944,0.011997,16.229099,6.537288,8.002355,3.359468,0.906847,0.158673,0.164368,-0.171173,-1.261505,0.612851,-3.060299,0.335784,0.002,1,1,0.18084911,0.06769026,0.03532401,0.98054263
3.718087,move_forward,0.100000,-0.091997,0.037283,0.012103,-0.091997,0.037283,0.012103,16.286026,6.551874,8.004444,3.350354,0.894750,0.148481,0.074656,-0.069054,-0.565927,-0.068909,-1.715969,-0.612730,0.005,1,1,0.18784174,0.06877286,0.03630535,0.97911577
3.738234,move_forward,0.100000,-0.091872,0.037504,0.012365,-0.091872,0.037504,0.012365,16.342615,6.565433,8.006301,3.334455,0.886535,0.141914,-0.121113,-0.103279,-0.035395,0.870821,4.788331,-7.483943,0.005,1,1,0.18902069,0.07006919,0.03575673,0.97881712
3.758911,move_forward,0.100000,-0.091554,0.038174,0.012671,-0.091554,0.038174,0.012671,16.418327,6.581592,8.008054,3.311084,0.843063,0.146460,-0.241848,-0.150980,-0.686676,-0.962479,0.469633,-0.334678,0.002,1,1,0.19251415,0.07188817,0.03610044,0.97799139
3.780276,move_forward,0.100000,-0.090934,0.039584,0.012812,-0.090934,0.039584,0.012812,16.493637,6.596228,8.009401,3.287945,0.786373,0.152957,0.158744,-0.104143,-0.685966,-1.200244,-2.823957,1.573125,0.002,1,1,0.19984557,0.07342987,0.03818642,0.97632556
3.798165,move_forward,0.100000,-0.090292,0.041033,0.012793,-0.090292,0.041033,0.012793,16.544634,6.603312,8.009394,3.276596,0.757797,0.139386,-0.089918,-0.081517,-1.188368,1.307525,-2.246020,-5.188775,0.004,1,1,0.20756875,0.07386823,0.03869185,0.97465975
3.818066,move_forward,0.100000,-0.089668,0.042368,0.012832,-0.089668,0.042368,0.012832,16.603052,6.611135,8.009507,3.256706,0.717369,0.141589,-0.216812,-0.179141,-0.458242,2.441315,-1.069309,-2.744631,0.004,1,1,0.21468071,0.07466093,0.03952225,0.97302411
3.838154,move_forward,0.100000,-0.089490,0.042615,0.013245,-0.089490,0.042615,0.013245,16.672613,6.620394,8.010305,3.220769,0.682294,0.136749,-0.232288,-0.230263,0.005091,-1.382701,0.973334,-1.749034,0.004,1,1,0.21599412,0.07677907,0.03912359,0.97258463
3.860137,move_forward,0.100000,-0.089349,0.042771,0.013691,-0.089349,0.042771,0.013691,16.745632,6.629735,8.011168,3.192413,0.624400,0.148213,0.218408,-0.150618,-0.111262,-1.543753,-3.202844,0.602677,0.002,1,1,0.21673164,0.07926934,0.03973759,0.97219581
3.878328,move_forward,0.100000,-0.089217,0.042948,0.013996,-0.089217,0.042948,0.013996,16.791281,6.635340,8.011843,3.165909,0.632986,0.136859,0.235326,-0.130082,-0.144310,-1.065823,-0.629080,-0.048003,0.003,1,1,0.21770954,0.08074604,0.03903372,0.97188425
3.898707,move_forward,0.100000,-0.088410,0.044513,0.014219,-0.088410,0.044513,0.014219,16.862865,6.643706,8.013170,3.125245,0.575361,0.151739,0.017956,-0.080873,-1.177894,-1.163677,-2.267816,-0.290772,0.002,1,1,0.22610136,0.08261916,0.03993279,0.96977194
3.918093,move_forward,0.100000,-0.087629,0.045981,0.014388,-0.087629,0.045981,0.014388,16.915302,6.649570,8.014305,3.107706,0.557939,0.152803,-0.149642,-0.185004,-0.683877,-2.021171,-0.699744,0.667366,0.005,1,1,0.23408185,0.08404133,0.04012418,0.96774625
3.938336,move_forward,0.100000,-0.087443,0.046225,0.014728,-0.087443,0.046225,0.014728,16.985769,6.655880,8.015374,3.076892,0.514191,0.158105,0.128506,-0.194849,0.028303,-2.364851,-2.703550,1.625052,0.004,1,1,0.23532603,0.08605060,0.04076638,0.96724095
3.958253,move_forward,0.100000,-0.087125,0.046755,0.014939,-0.087125,0.046755,0.014939,17.029625,6.659153,8.015956,3.057459,0.515607,0.143380,0.068878,-0.150997,-0.591109,-1.645893,-2.523166,-0.619534,0.007,1,1,0.23825763,0.08721814,0.04026779,0.96643924
3.979261,move_forward,0.100000,-0.086422,0.047937,0.015272,-0.086422,0.047937,0.015272,17.106188,6.664840,8.017450,3.020772,0.466790,0.146975,-0.117957,-0.171279,-0.340885,-0.811772,-0.841779,-1.192338,0.002,1,1,0.24467221,0.08957476,0.04105109,0.96458627
3.998469,move_forward,0.100000,-0.085915,0.048786,0.015448,-0.085915,0.048786,0.015448,17.156858,6.667937,8.018274,2.995486,0.441964,0.149813,-0.006345,-0.180948,-0.688413,-0.954881,-0.598639,-1.375217,0.003,1,1,0.24929851,0.09097836,0.04168844,0.96324206
4.018422,move_forward,0.100000,-0.085411,0.049599,0.015651,-0.085411,0.049599,0.015651,17.207096,6.670870,8.019146,2.967607,0.416095,0.157341,0.058579,-0.204404,-0.401905,-2.597109,-1.587451,0.203900,0.009,1,1,0.25378698,0.09239740,0.04186692,0.96192622
4.038372,move_forward,0.100000,-0.085217,0.049828,0.015976,-0.085217,0.049828,0.015976,17.264000,6.671949,8.019190,2.945250,0.398025,0.145481,0.155071,-0.215530,-0.068538,-1.110111,-0.629144,-0.355254,0.005,1,1,0.25507853,0.09406939,0.04140155,0.96144256
4.058807,move_forward,0.100000,-0.084840,0.050301,0.016493,-0.084840,0.050301,0.016493,17.338051,6.674763,8.020309,2.909453,0.371608,0.149698,-0.268645,-0.257556,-0.412978,-0.814141,0.275116,-0.538592,0.002,1,1,0.25779723,0.09665566,0.04024086,0.96050973
4.078544,move_forward,0.100000,-0.084442,0.050872,0.016781,-0.084442,0.050872,0.016781,17.387066,6.676139,8.020854,2.880331,0.356292,0.148689,-0.094524,-0.234175,-0.327304,-2.008476,2.743708,-2.275071,0.006,1,1,0.26090065,0.09859886,0.04099076,0.95944196
4.098316,move_forward,0.100000,-0.083657,0.052088,0.016982,-0.083657,0.052088,0.016982,17.435678,6.677172,8.021161,2.850600,0.331540,0.155230,0.209835,-0.248028,-1.098309,-2.264293,0.370200,-0.732032,0.008,1,1,0.26761916,0.10047980,0.04215947,0.95734339
4.118610,move_forward,0.100000,-0.082313,0.054164,0.017055,-0.082313,0.054164,0.017055,17.497334,6.677703,8.021375,2.821324,0.313325,0.149602,-0.074362,-0.206084,-0.730277,-2.253070,1.486698,-1.297824,0.006,1,1,0.27937924,0.10190020,0.04265557,0.95380506
4.139467,move_forward,0.100000,-0.081968,0.054468,0.017734,-0.081968,0.054468,0.017734,17.568552,6.679183,8.021976,2.777493,0.287525,0.151890,-0.249382,-0.399657,0.024365,-1.795468,-2.295255,-0.086630,0.002,1,1,0.28113372,0.10547070,0.04210524,0.95292545
4.159018,move_forward,0.100000,-0.081884,0.054427,0.018243,-0.081884,0.054427,0.018243,17.615862,6.679742,8.022205,2.753991,0.274650,0.153298,-0.030639,-0.322945,0.003409,-1.843306,2.058784,-0.530295,0.005,1,1,0.28081177,0.10829082,0.04256789,0.95268349
4.178607,move_forward,0.100000,-0.081661,0.054602,0.018712,-0.081661,0.054602,0.018712,17.662073,6.680112,8.022193,2.721389,0.249250,0.152822,0.208308,-0.290735,-0.099153,-2.534468,-2.822721,0.762153,0.008,1,1,0.28185177,0.11070434,0.04201978,0.95212314
4.198607,move_forward,0.100000,-0.080728,0.055927,0.018847,-0.080728,0.055927,0.018847,17.711351,6.678702,8.020869,2.694120,0.241929,0.150793,0.296089,-0.184058,-1.206144,-0.928329,-1.529240,0.912923,0.009,1,1,0.28943237,0.11220122,0.04255954,0.94964650
4.219397,move_forward,0.100000,-0.078992,0.058376,0.018776,-0.078992,0.058376,0.018776,17.785864,6.676030,8.018028,2.652752,0.219085,0.144039,0.089911,-0.079251,-1.031640,-0.444858,-3.937966,-3.582555,0.002,1,1,0.30352581,0.11363789,0.04449048,0.94497572
4.238351,move_forward,0.100000,-0.078221,0.059398,0.018797,-0.078221,0.059398,0.018797,17.814890,6.674749,8.016623,2.628795,0.213201,0.139713,0.001730,-0.209043,-1.333466,-2.433509,-0.597698,-0.439463,0.011,1,1,0.30952139,0.11441956,0.04491418,0.94291431
4.258768,move_forward,0.100000,-0.075692,0.062673,0.018513,-0.075692,0.062673,0.018513,17.884016,6.675732,8.015778,2.580634,0.201854,0.132577,-0.051770,-0.127074,-1.729553,-1.209105,-0.684858,-2.274678,0.004,1,1,0.32882283,0.11581857,0.04818232,0.93602354
4.280295,move_forward,0.100000,-0.073493,0.065296,0.018310,-0.073493,0.065296,0.018310,17.942829,6.677700,8.016391,2.519932,0.188448,0.150310,0.291100,-0.197864,-1.110685,-3.567848,-0.939801,1.121760,0.003,1,1,0.34457999,0.11747583,0.05136071,0.92996029
4.298679,move_forward,0.100000,-0.073075,0.065768,0.018292,-0.073075,0.065768,0.018292,17.957922,6.677656,8.015994,2.503095,0.182847,0.155775,-0.103203,-0.195413,-1.275000,-0.938297,-0.312156,0.304538,0.003,1,1,0.34752989,0.11767085,0.05132113,0.92883943
